municipality,year,Aplusplus,Aplus,A,B,C,D,E,F,G,unlabeled,percentage_houses_with_valid_labels,number_of_houses,average_house_worth,houses_per_hectare,total_natural_gas_used,total_electricity_used,households,people,CO2_production_houses,number_of_labels,houses_rented,houses_privately_owned
Loppersum,2016,1,0,98,160,461,326,328,70,84,3120,32.9,4648,144,0.42,8390000,12270000,4370,10042,21019,1528,1543,3017
Loppersum,2017,1,0,107,176,492,348,337,88,112,2966,35.9,4627,144,0.42,7930000,11780000,4340,9914,19498,1661,1566,2988
Loppersum,2018,1,0,213,195,388,251,246,136,156,3101,33.8,4687,149,0.42,8260000,11760000,4275,9732,19848,1586,1578,3024
Loppersum,2019,1,0,411,194,323,167,166,121,167,3148,33,4698,154,0.42,8180000,11790000,4280,9614,19008,1550,1632,3050
Loppersum,2008,0,0,9,11,82,61,110,24,11,4156,6.9,4464,172,0.4,9430000,14490000,4400,10700,23890,308,0,0
Loppersum,2009,0,0,9,60,214,154,183,34,16,3797,15,4467,177,0.4,9260000,14500000,4380,10540,23447,670,1473,2992
Loppersum,2010,0,0,9,63,219,170,199,37,19,3750,16,4466,177,0.4,9310000,14610000,4380,10450,23372,716,1473,2947
Losser,2014,0,4,122,223,534,417,113,24,4,8021,15.2,9462,206,0.96,16130000,32620000,9095,22610,45104,1441,2918,6387
Losser,2015,0,4,215,274,634,462,139,42,24,7703,18.9,9497,203,0.96,15520000,31470000,9100,22467,44432,1794,2923,6403
Losser,2016,0,4,295,320,721,494,172,61,59,7433,22.2,9559,203,0.97,15690000,31090000,9200,22444,43279,2126,2962,6428
Losser,2017,0,4,516,471,998,614,240,93,98,6592,31.5,9626,204,0.97,15830000,31020000,9260,22482,42306,3034,3060,6411
Losser,2018,0,4,689,600,1081,515,245,108,133,6337,34.8,9712,216,0.98,15800000,30530000,9280,22547,41433,3375,2980,6589
Losser,2019,0,4,804,656,1108,515,263,135,158,6090,37.4,9733,229,0.99,15600000,29660000,9335,22622,38922,3643,3069,6646
Losser,2010,0,0,43,47,331,303,77,20,4,7918,9.4,8743,233,0.89,17120000,32820000,9070,22645,45703,825,2711,6034
Losser,2011,0,0,55,144,429,370,84,21,4,7609,12.7,8716,227,0.88,16670000,32500000,9040,22665,44110,1107,2789,5926
Losser,2012,0,0,55,162,491,407,87,21,4,7508,14,8735,223,0.88,15960000,31620000,9145,22675,43390,1227,2769,6380
Losser,2013,0,0,69,164,507,410,87,21,4,8167,13.4,9429,217,0.95,16720000,33560000,9220,22555,45998,1262,2848,6400
Losser,2008,0,0,0,28,171,210,65,19,2,8027,5.8,8522,234,0.86,17190000,30930000,8680,22490,45746,495,0,0
Losser,2009,0,0,0,31,267,233,66,19,2,8112,7.1,8730,234,0.88,17260000,32100000,8850,22590,46126,618,2706,6024
Maasdriel,2008,12,0,2,19,12,16,8,7,0,8865,0.9,8941,310,1.35,18460000,34580000,9100,23630,49806,76,0,0
Maasdriel,2009,12,0,28,160,150,101,58,35,10,8464,6.1,9018,315,1.36,18260000,34880000,9310,23800,49248,554,2977,6043
Maasdriel,2010,12,0,52,243,173,118,76,38,14,8373,8,9099,313,1.38,18230000,35670000,9320,23755,48998,726,3003,6006
Maasdriel,2011,12,0,83,263,187,124,78,39,15,8374,8.7,9175,311,1.39,17550000,35950000,9460,23970,47193,801,3120,5964
Maasdriel,2012,12,0,84,263,196,130,78,39,15,8628,8.7,9445,294,1.43,17270000,36000000,9575,24020,47806,817,2948,6432
Maasdriel,2013,12,0,135,358,393,228,130,60,30,8185,14.1,9531,284,1.44,17260000,35700000,9675,24090,47989,1346,2948,6520
Maasdriel,2014,12,3,141,376,403,228,132,60,30,8181,14.5,9566,266,1.45,16670000,34690000,9770,24155,47105,1385,2935,6565
Maasdriel,2015,12,3,294,510,649,303,154,96,55,7563,21.5,9639,254,1.46,16360000,34510000,9840,24185,47544,2076,2952,6633
Maasdriel,2016,12,3,400,578,849,387,251,129,100,6986,27.9,9695,255,1.47,16580000,33260000,9855,24084,45942,2709,2806,6830
Maasdriel,2017,12,3,572,649,967,431,291,154,132,6538,32.9,9749,263,1.47,16930000,31990000,9910,24250,44716,3211,2893,6800
Maasdriel,2018,0,3,719,682,1056,446,255,164,157,6348,35.4,9830,260,1.49,16740000,31350000,10015,24350,43463,3482,2899,6887
Maasdriel,2019,0,3,979,603,964,359,202,148,178,6511,34.5,9947,271,1.5,16690000,32580000,10270,24693,41954,3436,2857,7067
Maasgouw,2014,0,1,36,251,579,420,218,131,88,8835,16.3,10559,202,2.31,18210000,35900000,10305,23905,50463,1724,2625,7825
Maasgouw,2015,0,1,126,339,717,477,270,181,115,8373,21,10599,197,2.32,18070000,35630000,10310,23766,51194,2226,2652,7840
Maasgouw,2016,0,1,200,391,851,585,336,219,142,7876,25.7,10601,196,2.32,18010000,35330000,10350,23757,49520,2725,2654,7810
Maasgouw,2017,0,1,275,427,966,677,377,256,175,7487,29.6,10641,201,2.33,18850000,34360000,10430,23774,49229,3154,2740,7801
Maasgouw,2018,0,1,351,471,984,674,388,270,188,7351,31.2,10678,207,2.34,17900000,33700000,10455,23697,46551,3327,2639,7946
Maasgouw,2019,0,1,525,495,848,561,295,210,148,7619,28.8,10702,218,2.34,17720000,32730000,10500,23716,43848,3083,2673,8010
Maasgouw,2008,0,0,2,5,63,23,11,8,6,9865,1.2,9983,225,2.18,21090000,36700000,10200,24540,55529,118,0,0
Maasgouw,2009,0,0,2,43,336,211,107,107,81,9114,8.9,10001,226,2.19,21220000,36770000,10280,24470,55416,887,2400,7500
Maasgouw,2010,0,0,3,59,376,246,137,115,84,9001,10.2,10021,227,2.19,20510000,37820000,10115,24275,54072,1020,2505,7515
Maasgouw,2011,0,0,4,81,403,262,142,118,84,8937,10.9,10031,223,2.19,19720000,37100000,10210,24270,51583,1094,2508,7422
Maasgouw,2012,0,0,13,167,504,312,176,123,87,8653,13.8,10035,218,2.2,18960000,36900000,10175,24095,51251,1382,2432,7744
Maasgouw,2013,0,0,16,181,520,323,184,127,87,8860,14,10298,209,2.25,18650000,37230000,10395,24015,51218,1438,2508,7716
Maassluis,2012,0,1,168,233,356,1065,697,346,51,11538,20.2,14455,202,17.05,17800000,41240000,14175,31850,51208,2917,7184,7176
Maassluis,2013,0,2,632,521,1023,1963,1108,539,105,8566,40.8,14459,197,17.05,16730000,40940000,14285,31985,49570,5893,7177,7272
Maassluis,2014,0,10,748,551,1036,2026,1132,566,107,8629,41.7,14805,187,17.46,17180000,39880000,14330,32080,50611,6176,7295,7272
Maassluis,2015,0,10,875,642,1229,2178,1200,652,149,7911,46.7,14846,182,17.51,16640000,39430000,14470,32201,50647,6935,7296,7339
Maassluis,2016,0,10,974,705,1418,2270,1281,709,172,7399,50.5,14938,184,17.62,16440000,39260000,14595,32292,48630,7539,7274,7444
Maassluis,2017,0,10,1087,773,1597,2352,1423,744,182,6775,54.7,14943,189,17.62,16410000,38660000,14675,32450,46783,8168,7190,7484
Maassluis,2018,0,10,1348,863,1669,2371,1448,769,191,6389,57.6,15058,198,17.76,16540000,38420000,14695,32518,46146,8669,7115,7616
Maassluis,2019,0,10,1642,966,1828,2401,1369,586,154,6171,59.2,15127,209,17.84,16550000,37230000,14755,32768,43427,8956,7193,7923
Maassluis,2008,0,0,1,2,9,7,14,2,0,14200,0.2,14235,212,16.79,18460000,41460000,13600,31390,53168,35,0,0
Maassluis,2009,0,0,2,2,35,19,16,201,34,13680,2.2,13989,215,16.5,18890000,40750000,13690,31390,53174,309,7415,6575
Maassluis,2010,0,0,6,62,69,43,22,204,34,13795,3.1,14235,214,16.79,18590000,41410000,13895,31590,52289,440,7545,6548
Maassluis,2011,0,0,6,81,101,96,102,229,36,13808,4.5,14459,207,17.05,18080000,41750000,14140,31910,50698,651,7808,6652
Maastricht,2014,0,12,1047,2905,6714,5939,3503,1648,598,38655,36.7,61021,178,10.9,77700000,161600000,67280,122485,220760,22366,35703,23372
Maastricht,2015,0,12,1450,3172,7287,6241,3747,1815,738,36302,40.3,60764,174,10.85,74010000,156780000,67775,122397,216609,24462,35589,23464
Maastricht,2016,0,12,1974,3344,7745,6689,4148,2059,975,34002,44.2,60948,180,10.89,73680000,155190000,68070,122533,208956,26946,35635,23516
Maastricht,2017,0,12,2804,3940,9387,7815,4967,2552,1253,28755,53.2,61485,186,10.98,74740000,154540000,68745,122753,204555,32730,36362,23631
Maastricht,2018,0,11,3346,4123,9804,7272,4775,2693,1478,28453,54.1,61955,196,11.07,73830000,151940000,69180,122723,198682,33502,36841,23655
Maastricht,2019,0,11,4237,4554,9486,6615,4489,2627,1606,28259,54.3,61884,207,11.05,74360000,148460000,68505,121565,189370,33625,36882,24358
Maastricht,2008,0,0,1,50,174,271,223,111,120,55522,1.7,56472,202,10.09,86770000,161790000,60970,118000,233735,950,0,0
Maastricht,2009,0,0,14,385,1583,1667,990,506,309,50971,9.7,56425,207,10.08,87060000,164350000,61690,118290,233850,5454,32727,23134
Maastricht,2010,0,0,179,757,2584,2222,1187,570,323,48840,13.8,56662,205,10.12,84360000,166160000,62235,118535,227264,7822,33429,22664
Maastricht,2011,0,0,214,956,3090,2683,1476,675,377,47354,16.7,56825,202,10.15,79640000,163440000,63510,119665,214318,9471,33527,22730
Maastricht,2012,0,0,250,1406,4147,3527,2058,1058,445,44119,22.6,57010,197,10.18,78870000,159710000,65520,121050,216082,12891,33902,22938
Maastricht,2013,0,0,355,1507,4199,3584,2171,1085,453,47006,22.1,60360,189,10.78,80960000,166680000,66805,121820,224773,13354,35406,23189
Medemblik,2010,0,1,14,262,726,435,113,32,9,15507,9.3,17099,256,1.41,30050000,60360000,17260,42670,81506,1592,5361,11739
Medemblik,2011,0,1,20,280,816,463,122,34,11,15461,10.2,17208,246,1.42,29290000,60340000,17390,42890,78921,1747,5507,11703
Medemblik,2012,0,1,53,424,1072,563,141,44,11,15006,13.3,17315,241,1.43,28180000,59340000,17555,43115,78285,2309,5214,12090
Medemblik,2013,0,1,60,500,1163,578,147,44,11,15024,14.3,17528,234,1.44,27860000,58070000,17720,43245,77680,2504,5317,12176
Medemblik,2014,0,1,313,601,1602,717,183,48,13,14646,19.2,18124,219,1.49,28430000,57900000,17840,43320,79693,3478,5557,12443
Medemblik,2015,0,1,552,782,1971,833,211,93,90,13704,24.9,18237,212,1.5,27640000,56440000,18050,43604,79332,4533,5636,12456
Medemblik,2016,0,1,789,941,2330,919,230,134,149,12909,29.9,18402,213,1.52,27140000,55020000,18155,43725,75479,5493,5688,12567
Medemblik,2017,0,1,1059,1125,2694,1048,289,173,216,12002,35.5,18607,217,1.53,27100000,54380000,18435,44058,73012,6605,5742,12722
Medemblik,2018,0,1,1841,1203,2824,799,227,184,281,11414,39.2,18774,221,1.55,27470000,53070000,18655,44480,72019,7360,5860,12807
Medemblik,2019,0,1,2240,1263,2819,802,225,208,310,11089,41.5,18957,239,1.56,27030000,54320000,18875,44809,68513,7868,5689,13195
Medemblik,2008,0,0,1,7,37,36,14,10,3,16374,0.7,16482,241,1.36,30070000,56670000,16600,41860,81298,108,0,0
Medemblik,2009,0,0,1,13,64,47,17,11,4,16765,0.9,16922,251,1.39,30190000,58180000,16950,42230,81660,157,5304,11616
Meerssen,2008,1,0,0,24,26,26,14,10,6,8347,1.3,8454,254,3.14,17860000,30280000,8320,19740,46629,107,0,0
Meerssen,2009,1,0,0,43,123,43,29,17,8,8199,3.1,8463,263,3.14,17950000,30310000,8360,19700,46506,264,2540,5926
Meerssen,2010,1,0,8,79,187,100,73,35,15,7947,5.9,8445,260,3.13,17490000,31410000,8325,19565,45712,498,2534,5827
Meerssen,2011,1,1,9,89,209,117,81,35,15,7937,6.6,8494,256,3.15,16790000,30270000,8270,19495,43335,557,2718,5692
Meerssen,2012,1,1,59,275,645,328,154,78,23,6946,18.4,8510,250,3.16,16590000,30400000,8305,19430,43955,1564,2398,5935
Meerssen,2013,1,10,67,314,704,365,166,82,23,6628,20.7,8360,241,3.1,15670000,29950000,8305,19360,42388,1732,2401,5949
Meerssen,2014,1,24,73,328,719,380,170,83,25,6582,21.5,8385,226,3.11,15010000,28880000,8385,19255,41241,1803,2450,5925
Meerssen,2015,1,24,112,377,826,463,215,111,52,6264,25.8,8445,216,3.13,14490000,28180000,8400,19063,40836,2181,2513,5915
Meerssen,2016,1,24,148,395,892,542,277,152,87,6051,29.4,8569,222,3.18,14400000,27790000,8420,19040,39365,2518,2508,5955
Meerssen,2017,1,24,167,438,1041,584,307,178,109,5741,33.2,8590,223,3.19,14680000,27510000,8465,19072,38676,2849,2586,5936
Meerssen,2018,0,1,425,561,921,497,309,175,139,5559,35.3,8587,238,3.19,14410000,27060000,8475,19039,37462,3028,2335,6182
Meerssen,2019,0,1,507,603,893,512,324,194,159,5410,37.1,8603,250,3.19,14340000,26140000,8495,18923,35389,3193,2344,6231
Meierijstad,2013,17,24,676,1348,1506,1005,335,123,33,27111,15.7,32178,273,1.75,51300000,117870000,32045,78615,148298,5067,9313,22659
Meierijstad,2014,17,71,794,1456,1612,1219,403,146,36,26776,17.7,32530,252,1.77,51010000,115970000,32240,78760,149046,5754,9474,22753
Meierijstad,2015,17,71,1382,1819,2310,1436,551,236,113,24723,24.3,32658,250,1.77,49870000,112500000,32740,79234,148790,7935,9506,22844
Meierijstad,2016,17,71,1887,2091,2922,1712,646,307,192,23165,29.8,33010,250,1.79,48710000,110400000,33195,79599,141234,9845,9688,22996
Meierijstad,2017,17,71,2373,2355,3872,1957,743,375,287,21098,36.4,33148,255,1.8,48720000,110510000,33610,79864,137086,12050,9712,23171
Meierijstad,2018,17,71,3022,2644,4270,1967,850,427,350,19857,40.7,33475,260,1.82,49860000,108690000,33755,80148,136094,13618,9335,23709
Meierijstad,2019,17,71,3632,2873,4524,1747,875,477,391,19495,42.8,34102,277,1.85,50360000,106920000,34270,80815,129754,14607,10247,23832
Meierijstad,2008,0,0,2,15,24,29,12,8,2,30053,0.3,30145,300,1.64,55320000,111470000,30430,77010,153095,92,0,0
Meierijstad,2009,0,0,5,37,144,235,19,11,3,30198,1.5,30652,308,1.67,55010000,114920000,30810,77450,153081,454,9034,21309
Meierijstad,2010,0,0,9,95,314,373,72,29,11,30046,2.9,30949,305,1.68,53900000,116000000,31185,77975,149738,903,9332,21399
Meierijstad,2011,0,0,15,113,399,394,78,32,11,30177,3.3,31219,300,1.7,52690000,116910000,31535,78340,145641,1042,9566,21493
Meierijstad,2012,0,0,510,1198,1408,887,270,103,32,27097,14,31505,289,1.71,50100000,116280000,31815,78480,144220,4408,9160,22313
Meppel,2011,0,9,138,406,1140,782,245,128,17,11292,20.2,14157,209,2.55,22300000,43810000,14215,32510,59154,2865,6230,7646
Meppel,2012,0,9,199,659,1391,945,284,151,17,10630,25.6,14285,203,2.57,20970000,43300000,14295,32575,57850,3655,6032,8246
Meppel,2013,0,9,211,804,1641,1164,344,172,18,10323,29.7,14686,197,2.64,21090000,43800000,14445,32725,58739,4363,6133,8477
Meppel,2014,0,9,233,894,1694,1203,366,177,19,10506,30.4,15101,190,2.72,21160000,42800000,14420,32865,59179,4595,6256,8493
Meppel,2015,0,9,541,1037,1930,1266,403,210,71,9609,36.3,15076,182,2.71,19720000,42140000,14475,32799,57595,5467,6168,8526
Meppel,2016,0,9,793,1150,2166,1442,454,244,141,8778,42.2,15177,182,2.73,20170000,41620000,14525,32794,56528,6399,6208,8580
Meppel,2017,0,9,1008,1311,2378,1581,503,295,203,8100,47.4,15388,186,2.77,20570000,40470000,14770,33025,55270,7288,6214,8789
Meppel,2018,0,9,1302,1377,2546,1496,465,303,217,7871,49.5,15586,190,2.81,20640000,39740000,15055,33410,54332,7715,6317,8868
Meppel,2019,0,9,1797,1385,2587,1238,410,284,255,7693,50.9,15658,200,2.82,19850000,38500000,15175,33564,50033,7965,6572,9081
Meppel,2008,0,0,4,21,49,27,32,8,7,13535,1.1,13683,206,2.46,22340000,41820000,13700,31540,60253,148,0,0
Meppel,2009,0,0,81,129,655,564,153,100,15,12182,12.2,13879,211,2.5,22750000,43080000,13930,32030,61175,1697,6107,7495
Meppel,2010,0,0,127,237,783,716,200,111,17,11875,15.6,14066,213,2.53,22530000,43630000,14145,32380,60354,2191,6189,7595
Middelburg,2012,1,2,329,371,2145,1485,505,277,137,16928,23.7,22180,173,4.58,28900000,58580000,22130,47770,79202,5252,9160,13201
Middelburg,2013,1,4,498,478,2335,1555,524,289,139,16916,25.6,22739,169,4.7,29700000,59530000,22025,47520,81674,5823,9329,13342
Middelburg,2014,2,4,501,679,2495,1681,600,296,139,16772,27.6,23169,177,4.79,29610000,58120000,22220,47640,81918,6397,9389,13405
Middelburg,2015,2,4,1181,851,2899,1896,710,394,204,14867,35.4,23008,172,4.75,27930000,56590000,22230,47613,79942,8141,9248,13482
Middelburg,2016,2,4,1428,986,3306,2019,809,480,282,13688,40.5,23004,173,4.75,27150000,55080000,22405,47873,75539,9316,9218,13552
Middelburg,2017,2,4,1706,1490,3832,2286,929,584,383,11951,48.4,23167,176,4.78,26860000,53840000,22585,48019,72343,11216,9321,13585
Middelburg,2018,2,4,2169,1773,3845,1963,884,587,379,11743,49.7,23349,181,4.82,27320000,53180000,22705,48303,71813,11606,9253,13888
Middelburg,2019,2,4,2382,2000,3360,1418,1060,726,425,12155,48.3,23532,189,4.86,27130000,51820000,22965,48544,67793,11377,9181,14295
Middelburg,2011,0,1,212,317,1776,1417,400,222,129,17461,20.4,21935,176,4.53,30210000,60100000,22170,48030,80458,4474,9213,12503
Middelburg,2009,0,0,140,219,1503,1163,337,199,117,17795,17.1,21473,178,4.43,31060000,59470000,21620,47560,83831,3678,8805,12670
Middelburg,2010,0,0,166,232,1533,1186,353,212,124,18049,17.4,21855,178,4.51,30910000,59740000,22080,47995,82756,3806,9179,12676
Middelburg,2008,0,0,0,5,35,106,35,45,30,20920,1.2,21176,173,4.37,30500000,57640000,21480,47320,82540,256,0,0
Midden-Delfland,2010,1,0,1,47,40,7,5,1,2,6910,1.5,7014,328,1.49,10320000,23910000,6925,17890,29454,104,2105,4840
Midden-Delfland,2011,1,0,44,270,536,170,72,23,4,5991,15.8,7111,317,1.51,10300000,24450000,7085,18155,29177,1120,2275,4835
Midden-Delfland,2012,1,0,44,271,541,170,74,23,4,6022,15.8,7150,313,1.52,9780000,24200000,7160,18225,28871,1128,2083,5103
Midden-Delfland,2013,1,0,45,324,565,173,75,23,4,6071,16.6,7281,297,1.54,9690000,24340000,7200,18250,29010,1210,2086,5186
Midden-Delfland,2014,1,5,141,422,597,183,76,23,4,5997,19.5,7449,280,1.58,9300000,23790000,7340,18455,28707,1452,2105,5325
Midden-Delfland,2015,1,5,340,513,727,223,104,47,27,5591,26.2,7578,276,1.61,9010000,23830000,7455,18709,29024,1987,2149,5410
Midden-Delfland,2016,1,5,558,561,794,238,120,67,39,5266,31.2,7649,280,1.62,8910000,23790000,7555,18873,27865,2383,2094,5531
Midden-Delfland,2017,1,5,651,608,1003,313,193,82,52,4819,37.6,7727,286,1.64,9280000,23360000,7620,19034,27428,2908,2157,5559
Midden-Delfland,2018,1,5,726,623,942,322,218,102,67,4830,38.4,7836,304,1.66,9450000,23000000,7760,19338,27128,3006,2112,5717
